ID,age,C_job,C_dokki,C_education,C_default,balance,C_housing,C_loan,C_contact,Day,C_month,duration,campaign,pdays,previous,C_poutcome,flg
38563,30,10,1,2,0,1395,1,0,1,15,5,199,2,354,1,0,0
39628,36,10,1,2,0,144,0,0,1,26,5,87,1,308,2,0,0
38618,28,2,1,2,0,-208,1,0,1,15,5,136,3,359,2,0,0
40880,59,10,2,2,0,116,0,0,1,12,8,398,4,422,3,0,1
40280,26,1,2,2,0,1595,0,0,1,15,6,155,1,105,1,0,1
38438,39,10,1,2,0,12,1,0,1,15,5,500,2,352,2,0,0
39317,49,1,1,2,0,1150,1,0,1,18,5,126,2,355,1,0,0
39158,44,10,1,2,0,59,1,0,1,18,5,9,4,341,19,0,0
40667,32,8,1,2,0,6857,0,0,1,6,8,85,1,185,1,0,0
40728,33,8,2,2,0,1076,0,0,1,7,8,88,1,259,4,0,0
37774,36,10,1,2,0,-206,1,0,1,14,5,419,1,360,4,0,0
39092,29,10,1,2,0,468,1,0,1,18,5,37,1,370,3,0,0
38861,25,1,1,2,0,845,1,0,1,18,5,217,1,370,1,0,0
38990,31,1,1,2,0,1374,1,0,1,18,5,290,2,370,1,0,0
38654,33,1,1,2,0,5,1,0,1,15,5,934,2,368,2,0,1
39024,23,10,1,2,0,356,1,0,1,18,5,224,2,356,2,0,0
38631,24,1,1,2,0,290,1,0,1,15,5,80,3,368,4,0,0
40624,62,6,2,2,0,3340,0,0,1,4,8,259,1,35,1,0,0
38947,26,2,1,2,0,330,1,0,1,18,5,156,1,348,1,0,0
39152,28,5,1,2,0,1609,1,0,1,18,5,98,2,315,3,0,0
38700,39,10,1,2,0,-529,1,0,1,15,5,22,8,175,5,0,0
38675,45,8,1,2,0,1378,1,0,1,15,5,25,5,372,2,0,0
38146,31,3,1,2,0,0,1,0,1,15,5,56,1,176,1,0,0
38091,36,8,1,2,0,568,1,0,1,15,5,140,3,364,2,0,0
40428,60,6,2,2,0,263,0,0,1,2,7,317,1,330,2,0,0
38095,26,1,1,2,0,787,1,0,1,15,5,68,2,371,1,0,0
40950,38,2,1,2,0,0,0,0,1,13,8,255,2,105,1,0,0
40370,26,11,1,2,0,771,0,0,1,22,6,113,1,109,1,0,0
39189,30,10,1,2,0,778,1,0,1,18,5,22,2,346,2,0,0
38689,29,10,1,2,0,-219,1,0,1,15,5,85,3,368,2,0,0
40607,37,1,1,2,0,115,0,0,1,4,8,236,1,92,4,0,0
38507,25,9,1,2,0,1919,1,0,1,15,5,264,1,351,4,0,0
40349,42,10,2,2,0,1539,0,0,1,19,6,63,5,211,2,0,0
38583,41,1,1,2,0,90,1,0,1,15,5,77,2,347,4,0,0
38707,44,5,1,2,0,3684,1,0,1,15,5,31,5,179,3,0,0
41005,48,7,2,2,0,1559,0,0,1,13,8,344,1,190,2,0,0
40627,31,1,1,2,0,40,0,0,1,4,8,158,1,104,2,0,0
38277,26,10,1,2,0,276,1,0,1,15,5,106,1,368,4,0,0
38336,29,10,1,2,0,213,1,0,1,15,5,174,1,361,1,0,0
37045,38,10,1,2,0,61,1,0,1,13,5,109,1,359,8,0,0
38557,36,1,1,2,0,148,1,0,1,15,5,1357,4,374,2,0,1
37804,31,10,1,2,0,23,1,0,1,14,5,97,1,370,1,0,0
39124,26,2,1,2,0,154,1,0,1,18,5,1010,2,356,2,0,0
37028,40,2,1,2,0,82,1,0,1,13,5,135,6,370,5,0,0
38403,32,1,1,2,0,6042,1,0,1,15,5,183,1,361,1,0,0
37038,32,8,1,2,0,481,1,0,1,13,5,150,3,174,4,0,0
37161,34,2,1,2,0,2764,1,0,1,13,5,158,1,357,1,0,0
38167,56,8,1,2,0,-40,1,0,1,15,5,311,1,368,2,0,1
40377,19,9,1,2,0,1803,0,0,1,23,6,124,1,105,1,0,0
37752,29,5,2,2,0,231,0,0,1,14,5,1075,1,14,1,0,1
38420,28,9,1,2,0,217,1,0,1,15,5,238,2,372,1,0,0
37033,51,8,1,2,0,516,1,0,1,13,5,370,1,363,1,0,0
38266,32,2,1,2,0,2597,1,0,1,15,5,233,1,368,1,0,0
37040,38,10,1,2,0,864,1,0,1,13,5,364,1,348,1,0,0
40765,40,2,2,2,0,1508,0,0,1,10,8,153,2,383,1,0,0
40344,42,5,2,2,0,6526,0,0,1,18,6,133,2,399,3,0,0
40970,50,8,2,2,0,3169,0,0,1,13,8,399,1,430,1,0,1
40234,60,5,2,2,0,544,0,0,1,12,6,95,7,357,2,0,1
37180,27,9,1,2,0,268,1,0,1,13,5,528,1,358,2,0,0
39086,30,2,2,2,0,-135,1,0,1,18,5,57,1,-1,0,9,0
39489,34,5,2,2,0,724,1,0,1,25,5,305,1,-1,0,9,0
39135,39,2,2,2,0,161,1,0,1,18,5,98,2,-1,0,9,0
38932,30,10,2,2,0,1211,1,0,1,18,5,176,1,-1,0,9,0
39506,36,1,2,2,0,1054,1,0,1,25,5,214,1,-1,0,9,0
38860,35,2,2,2,0,1312,1,0,1,18,5,224,1,-1,0,9,0
38693,34,3,2,2,0,183,1,0,1,15,5,339,4,-1,0,9,0
38600,35,3,2,2,0,4872,1,0,1,15,5,34,3,-1,0,9,0
37842,52,7,2,2,0,213,1,0,1,14,5,164,2,-1,0,9,0
41117,50,10,2,2,0,2218,1,0,1,17,8,711,1,-1,0,9,1
37998,34,2,2,2,0,259,1,0,1,14,5,291,2,-1,0,9,0
39089,29,2,2,2,0,275,1,0,1,18,5,180,1,-1,0,9,0
38942,44,1,2,2,0,1042,1,0,1,18,5,136,1,-1,0,9,0
37264,29,1,2,2,0,69,1,0,1,13,5,77,4,-1,0,9,0
37490,45,1,2,2,0,358,1,0,1,13,5,134,2,-1,0,9,0
38536,49,2,2,2,0,598,1,0,1,15,5,219,6,-1,0,9,0
38595,40,2,2,2,0,5,1,0,1,15,5,364,2,-1,0,9,0
41073,63,10,2,2,0,896,1,0,1,14,8,276,2,-1,0,9,1
38865,33,8,2,2,0,-52,1,0,1,18,5,278,1,-1,0,9,0
41107,56,2,2,2,0,241,1,0,1,17,8,97,2,-1,0,9,0
37951,41,2,2,2,0,281,1,0,1,14,5,123,4,-1,0,9,0
37296,39,2,2,2,0,1360,1,0,1,13,5,247,1,-1,0,9,0
39076,33,5,2,2,0,180,1,0,1,18,5,37,2,-1,0,9,0
38049,41,2,2,2,0,356,1,0,1,14,5,90,5,-1,0,9,0
37266,52,2,2,2,0,1117,1,0,1,13,5,365,1,-1,0,9,0
37226,34,8,2,2,0,1314,1,0,1,13,5,124,1,-1,0,9,0
37841,50,2,2,2,0,2719,1,0,1,14,5,97,2,-1,0,9,0
38552,43,2,2,2,0,5997,1,0,1,15,5,270,3,-1,0,9,0
37875,30,8,2,2,0,1222,1,0,1,14,5,444,1,-1,0,9,0
37960,51,2,2,2,0,814,1,0,1,14,5,17,8,-1,0,9,0
37022,28,1,2,2,0,-97,1,0,1,13,5,129,1,-1,0,9,0
38460,28,2,2,2,0,0,1,0,1,15,5,6,4,-1,0,9,0
39011,34,2,2,2,0,243,1,0,1,18,5,507,1,-1,0,9,1
40747,46,1,2,2,0,0,0,1,1,10,8,225,1,-1,0,9,0
37991,30,2,2,2,0,378,1,0,1,14,5,566,2,-1,0,9,1
37904,34,2,2,2,0,2447,1,0,1,14,5,330,2,-1,0,9,0
38999,54,8,2,2,0,882,1,0,1,18,5,217,1,-1,0,9,0
37889,29,8,2,2,0,1002,1,0,1,14,5,50,2,-1,0,9,0
39316,36,2,2,2,0,-173,1,0,1,18,5,197,3,-1,0,9,0
38040,33,7,2,2,0,49,1,0,1,14,5,170,7,-1,0,9,0
38041,33,8,2,2,0,968,1,0,1,14,5,204,5,-1,0,9,0
37409,30,8,2,2,0,2191,1,0,1,13,5,157,4,-1,0,9,0
38525,57,5,2,2,0,39,1,0,1,15,5,114,2,-1,0,9,0
39937,30,4,2,2,0,533,1,0,1,2,6,212,1,-1,0,9,0
38603,30,2,2,2,0,-99,1,0,1,15,5,144,5,-1,0,9,0
38639,27,10,2,2,0,2460,1,0,1,15,5,600,2,-1,0,9,0
38619,49,2,2,2,0,3309,1,0,1,15,5,349,2,-1,0,9,0
38628,36,8,2,2,0,-74,1,0,1,15,5,113,6,-1,0,9,0
38353,46,2,2,2,0,51,1,0,1,15,5,333,1,-1,0,9,0
38459,41,2,2,2,0,49,1,0,1,15,5,342,2,-1,0,9,0
37748,32,1,2,2,0,684,1,0,1,14,5,607,3,-1,0,9,1
37065,29,2,2,2,0,912,1,0,1,13,5,785,1,-1,0,9,0
38549,29,2,2,2,0,25,1,0,1,15,5,50,5,-1,0,9,0
38103,30,8,2,2,0,637,1,0,1,15,5,69,5,-1,0,9,0
39009,40,8,2,2,0,278,1,0,1,18,5,9,5,-1,0,9,0
37888,37,8,2,2,0,6089,1,0,1,14,5,616,2,-1,0,9,1
39920,29,8,2,2,0,399,0,0,1,2,6,210,1,-1,0,9,0
39728,56,1,2,2,0,1671,0,0,1,28,5,158,2,-1,0,9,0
38392,30,8,2,2,0,683,1,0,1,15,5,66,1,-1,0,9,0
37881,51,2,2,2,0,500,0,0,1,14,5,471,1,-1,0,9,0
37996,42,8,2,2,0,-166,0,0,1,14,5,337,4,-1,0,9,0
39448,47,10,2,2,0,0,1,0,1,25,5,234,1,-1,0,9,0
37537,35,8,2,2,0,1417,1,0,1,14,5,65,3,-1,0,9,0
38521,40,8,2,2,0,771,1,0,1,15,5,173,4,-1,0,9,0
37489,34,2,2,2,0,113,1,0,1,13,5,16,2,-1,0,9,0
38694,39,2,2,2,0,11854,1,0,1,15,5,15,9,-1,0,9,0
37324,47,5,2,2,0,623,1,0,1,13,5,102,6,-1,0,9,0
38634,45,1,2,2,0,369,1,0,1,15,5,20,5,-1,0,9,0
38774,25,8,2,2,0,4522,1,0,1,18,5,177,4,-1,0,9,0
37827,45,2,2,2,0,1003,1,0,1,14,5,444,1,-1,0,9,0
38511,51,10,2,2,0,1174,1,0,1,15,5,301,1,-1,0,9,0
38624,38,1,2,2,0,1852,1,0,1,15,5,298,2,-1,0,9,0
39228,37,2,2,2,0,-83,1,0,1,18,5,179,4,-1,0,9,0
37162,45,2,2,2,0,78,1,0,1,13,5,408,1,-1,0,9,0
37874,29,2,2,2,0,7863,1,0,1,14,5,1129,1,-1,0,9,1
39205,56,1,2,2,0,95,1,0,1,18,5,428,2,-1,0,9,0
38214,28,2,2,2,0,4,1,0,1,15,5,310,1,-1,0,9,0
38966,29,1,2,2,0,-211,1,0,1,18,5,58,1,-1,0,9,0
37879,52,2,2,2,0,633,1,0,1,14,5,292,1,-1,0,9,0
37719,30,10,2,2,0,0,1,0,1,14,5,47,3,-1,0,9,0
37159,34,2,2,2,0,496,1,0,1,13,5,333,1,-1,0,9,1
39512,28,5,2,2,0,466,1,0,1,25,5,123,2,-1,0,9,0
39482,37,1,2,2,0,0,1,0,1,25,5,200,1,-1,0,9,0
38934,25,2,2,2,0,148,1,0,1,18,5,119,1,-1,0,9,0
38997,28,1,2,2,0,-76,1,0,1,18,5,143,1,-1,0,9,0
39034,52,2,2,2,0,-194,1,0,1,18,5,326,1,-1,0,9,0
39036,43,8,2,2,0,43,1,0,1,18,5,199,1,-1,0,9,0
41126,24,10,2,2,0,556,1,0,1,18,8,460,2,-1,0,9,1
37839,31,2,2,2,0,536,1,0,1,14,5,22,6,-1,0,9,0
39068,26,2,2,2,0,697,1,0,1,18,5,253,2,-1,0,9,0
37923,47,5,2,2,0,177,1,0,1,14,5,95,3,-1,0,9,0
39028,30,8,2,2,0,1256,1,0,1,18,5,123,3,-1,0,9,0
37916,34,1,2,2,0,626,1,0,1,14,5,142,2,-1,0,9,0
39292,35,8,2,2,0,0,1,0,1,18,5,146,2,-1,0,9,0
38338,28,2,2,2,0,83,1,0,1,15,5,224,1,-1,0,9,0
39002,33,2,2,2,0,2761,1,0,1,18,5,325,1,-1,0,9,0
38946,26,2,2,2,0,160,1,0,1,18,5,252,4,-1,0,9,0
38059,57,2,2,2,0,0,1,0,1,14,5,125,5,-1,0,9,0
39154,30,10,2,2,0,33,1,0,1,18,5,146,2,-1,0,9,0
38074,43,2,2,2,0,7973,1,0,1,14,5,100,2,-1,0,9,0
40845,57,5,2,2,0,2155,0,1,1,11,8,82,2,-1,0,9,0
39170,30,1,2,2,0,2678,1,0,1,18,5,23,5,-1,0,9,0
39184,37,2,2,2,0,139,1,0,1,18,5,412,5,-1,0,9,0
39153,46,3,2,2,0,145,1,0,1,18,5,236,3,-1,0,9,0
38047,33,8,2,2,0,207,1,0,1,14,5,629,4,-1,0,9,1
38061,28,1,2,2,0,213,1,0,1,14,5,341,3,-1,0,9,0
39885,53,1,2,2,0,109,0,0,2,2,6,270,1,-1,0,9,1
37158,33,2,2,2,0,780,1,0,1,13,5,83,2,-1,0,9,0
38983,29,10,2,2,0,266,1,0,1,18,5,208,1,-1,0,9,0
39151,32,2,2,2,0,-39,1,0,1,18,5,104,2,-1,0,9,0
39159,27,10,2,2,0,267,1,0,1,18,5,166,4,-1,0,9,0
38548,49,7,2,2,0,2576,1,0,1,15,5,64,6,-1,0,9,0
39928,44,2,2,2,0,878,1,0,1,2,6,130,1,-1,0,9,0
38542,40,2,2,2,0,1145,1,0,1,15,5,175,4,-1,0,9,0
39464,54,10,2,2,0,1299,1,0,1,25,5,104,1,-1,0,9,0
40173,31,2,2,2,0,1766,0,1,1,5,6,166,2,-1,0,9,1
37315,32,2,2,2,0,-64,1,0,1,13,5,641,1,-1,0,9,0
39309,24,8,2,2,0,183,1,0,1,18,5,453,4,-1,0,9,0
38660,40,2,2,2,0,187,1,0,1,15,5,53,3,-1,0,9,0
38673,41,2,2,2,0,780,1,0,1,15,5,432,3,-1,0,9,0
39446,42,10,2,2,0,994,1,0,1,25,5,365,5,-1,0,9,0
40540,52,1,2,2,0,1113,0,1,1,8,7,83,1,-1,0,9,0
37378,59,8,2,2,0,2965,1,0,1,13,5,1970,3,-1,0,9,1
37943,35,2,2,2,0,2432,1,0,1,14,5,196,2,-1,0,9,0
37306,50,8,2,2,0,481,1,0,1,13,5,168,1,-1,0,9,0
39146,34,1,2,2,0,1158,1,0,1,18,5,61,7,-1,0,9,0
38949,47,10,2,2,0,179,1,0,1,18,5,55,1,-1,0,9,0
38232,32,8,2,2,0,15,1,0,1,15,5,391,1,-1,0,9,0
38190,28,2,2,2,0,1325,1,0,1,15,5,242,1,-1,0,9,0
37533,45,1,2,2,0,1501,1,0,1,13,5,189,3,-1,0,9,0
37452,36,2,2,2,0,330,1,0,1,13,5,777,2,-1,0,9,0
37547,37,8,2,2,0,1140,1,0,1,14,5,33,3,-1,0,9,0
37632,32,2,2,2,0,22,1,0,1,14,5,145,1,-1,0,9,0
38287,32,8,2,2,0,38,1,0,1,15,5,744,1,-1,0,9,1
38192,34,2,2,2,0,2139,1,0,1,15,5,1452,1,-1,0,9,0
38483,42,8,2,2,0,1370,1,0,1,15,5,36,2,-1,0,9,0
37518,44,8,2,2,0,4837,1,0,1,13,5,324,3,-1,0,9,0
38457,32,8,2,2,0,3268,0,0,1,15,5,147,1,-1,0,9,0
37124,34,2,2,2,0,1089,1,0,1,13,5,394,3,-1,0,9,1
37432,41,7,2,2,0,305,1,0,1,13,5,174,2,-1,0,9,0
38299,34,2,2,2,0,362,1,0,1,15,5,151,1,-1,0,9,0
38073,31,8,2,2,0,4687,1,0,1,14,5,192,4,-1,0,9,0
38404,42,2,2,2,0,505,1,0,1,15,5,117,1,-1,0,9,0
37619,33,2,2,2,0,1233,1,0,1,14,5,141,1,-1,0,9,0
37462,39,2,2,2,0,41,1,0,1,13,5,135,3,-1,0,9,0
40061,27,5,2,2,0,2071,0,0,1,4,6,449,1,-1,0,9,1
41138,30,2,2,2,0,136,0,0,1,18,8,101,1,-1,0,9,0
39744,25,10,2,2,0,517,0,0,1,28,5,135,3,-1,0,9,0
40001,57,6,2,2,0,718,0,0,1,3,6,170,1,-1,0,9,0
39977,39,1,2,2,0,150,0,0,1,3,6,296,4,-1,0,9,1
39681,39,10,2,2,0,505,0,0,1,27,5,86,4,-1,0,9,0
39830,55,2,2,2,0,16873,0,0,1,1,6,78,2,-1,0,9,0
39694,51,4,2,2,0,2239,0,0,1,27,5,1576,1,-1,0,9,0
38579,27,2,2,2,0,5854,0,0,1,15,5,255,2,-1,0,9,0
41145,64,6,2,2,0,4083,0,0,1,18,8,117,1,-1,0,9,0
39975,44,8,2,2,0,332,0,0,1,3,6,171,1,-1,0,9,0
38428,36,1,2,2,0,1479,0,0,1,15,5,65,2,-1,0,9,0
37658,47,10,2,2,0,417,1,0,1,14,5,94,1,-1,0,9,0
38390,33,8,2,2,0,624,1,0,1,15,5,423,1,-1,0,9,0
38387,32,2,2,2,0,99,1,0,1,15,5,166,2,-1,0,9,0
38258,38,2,2,2,0,1027,1,0,1,15,5,12,5,-1,0,9,0
38020,48,2,2,2,0,685,1,0,1,14,5,387,10,-1,0,9,0
39850,37,1,2,2,0,597,0,0,1,2,6,395,1,-1,0,9,1
39836,40,2,2,2,0,1451,0,0,1,1,6,314,1,-1,0,9,1
39375,45,1,2,2,0,6971,0,0,1,22,5,119,1,-1,0,9,0
38386,38,1,2,2,0,257,1,0,1,15,5,10,5,-1,0,9,0
39373,45,2,2,2,0,603,0,0,1,22,5,204,1,-1,0,9,0
39380,38,7,2,2,0,8094,0,0,1,22,5,94,7,-1,0,9,0
39372,59,1,2,2,0,106,0,0,1,22,5,186,1,-1,0,9,1
37467,36,8,2,2,0,-302,1,0,1,13,5,36,2,-1,0,9,0
38794,44,1,2,2,0,-314,0,0,1,18,5,144,3,-1,0,9,0
37672,34,2,2,2,0,2436,1,0,1,14,5,8,7,-1,0,9,0
37661,23,2,2,2,0,0,1,0,1,14,5,223,1,-1,0,9,0
38384,35,8,2,2,0,2791,1,0,1,15,5,45,1,-1,0,9,0
37968,34,2,2,2,0,2542,1,0,1,14,5,228,1,-1,0,9,0
37509,48,10,2,2,0,-38,1,0,1,13,5,331,3,-1,0,9,0
37139,33,2,2,2,0,308,1,0,1,13,5,147,2,-1,0,9,0
38398,31,9,2,2,0,147,1,0,1,15,5,456,1,-1,0,9,0
37671,48,2,2,2,0,503,1,0,1,14,5,105,1,-1,0,9,0
37686,31,8,2,2,0,640,1,0,1,14,5,411,2,-1,0,9,0
37127,42,11,2,2,0,0,1,0,1,13,5,74,3,-1,0,9,0
37471,31,8,2,2,0,143,1,0,1,13,5,221,2,-1,0,9,0
37689,33,2,2,2,0,705,1,0,1,14,5,112,2,-1,0,9,0
37985,35,1,2,2,0,100,1,0,1,14,5,171,4,-1,0,9,0
37895,34,1,2,2,0,384,1,0,1,14,5,551,2,-1,0,9,0
38355,43,2,2,2,0,10910,1,0,1,15,5,66,2,-1,0,9,0
37731,43,10,2,2,0,38,1,0,1,14,5,273,1,-1,0,9,0
39908,56,11,2,2,0,1350,0,0,1,2,6,211,1,-1,0,9,0
37137,48,2,2,2,0,865,1,0,1,13,5,78,2,-1,0,9,0
37637,41,2,2,2,0,14,1,0,1,14,5,161,3,-1,0,9,0
37426,27,1,2,2,0,249,1,0,1,13,5,307,2,-1,0,9,0
38445,28,2,2,2,0,2257,1,0,1,15,5,352,1,-1,0,9,0
37573,56,2,2,2,0,244,1,0,1,14,5,465,3,-1,0,9,0
38441,32,8,2,2,0,118,1,0,1,15,5,20,6,-1,0,9,0
37986,29,1,2,2,0,792,1,0,1,14,5,374,2,-1,0,9,0
37148,49,2,2,2,0,119,1,0,1,13,5,78,1,-1,0,9,0
37140,35,2,2,2,0,323,1,0,1,13,5,46,1,-1,0,9,0
37113,32,8,2,2,0,99,1,0,1,13,5,152,3,-1,0,9,0
37108,39,2,2,2,0,462,1,0,1,13,5,590,1,-1,0,9,1
38128,38,5,2,2,0,10357,0,0,1,15,5,103,3,-1,0,9,0
38543,31,10,2,2,0,84,0,0,1,15,5,264,2,-1,0,9,0
39938,38,2,2,2,0,2467,0,0,1,2,6,192,1,-1,0,9,1
40020,57,6,2,2,0,5313,0,0,1,3,6,200,1,-1,0,9,1
37084,35,2,2,2,0,625,0,0,1,13,5,267,1,-1,0,9,0
39556,40,11,2,2,0,1289,0,0,1,26,5,260,2,-1,0,9,0
39739,30,1,2,2,0,0,0,0,1,28,5,93,3,-1,0,9,0
39544,52,11,2,2,0,5091,0,0,1,26,5,309,1,-1,0,9,0
39774,45,2,2,2,0,1723,0,0,1,1,6,166,2,-1,0,9,1
39924,40,10,2,2,0,4298,0,0,1,2,6,221,1,-1,0,9,0
39445,38,4,2,2,0,110,0,0,1,25,5,167,1,-1,0,9,0
37893,34,2,2,2,0,332,0,0,1,14,5,134,2,-1,0,9,0
39674,50,8,2,2,0,77,0,0,1,27,5,138,2,-1,0,9,0
39573,58,11,2,2,0,68,0,0,1,26,5,169,2,-1,0,9,0
37981,35,2,2,2,0,1287,1,0,1,14,5,251,3,-1,0,9,0
39923,41,1,2,2,0,1021,0,0,1,2,6,224,1,-1,0,9,0
39951,56,6,2,2,0,0,0,0,1,2,6,71,3,-1,0,9,0
41128,61,5,2,2,0,1128,0,0,1,18,8,243,2,-1,0,9,0
39866,26,10,2,2,0,915,0,0,1,2,6,384,1,-1,0,9,1
39480,44,8,2,2,0,27,0,0,1,25,5,485,1,-1,0,9,0
39789,53,10,2,2,0,284,0,0,1,1,6,781,1,-1,0,9,1
39571,54,12,2,2,0,1157,0,0,1,26,5,98,2,-1,0,9,0
38364,34,2,2,2,0,29,1,0,1,15,5,285,5,-1,0,9,1
39953,52,10,2,2,0,0,0,0,1,2,6,541,3,-1,0,9,1
38708,47,8,2,2,0,223,0,0,1,15,5,133,2,-1,0,9,0
37003,27,10,2,2,0,31,0,0,1,13,5,136,2,-1,0,9,0
39732,29,8,2,2,0,3748,0,0,1,28,5,322,3,-1,0,9,0
39873,43,2,2,2,0,2160,0,0,1,2,6,169,1,-1,0,9,1
39800,34,2,2,2,0,262,0,0,1,1,6,339,1,-1,0,9,1
39754,57,3,2,2,0,2464,0,0,1,1,6,113,1,-1,0,9,0
39882,50,10,2,2,0,3370,0,0,1,2,6,160,2,-1,0,9,1
41104,57,5,2,2,0,139,0,0,1,17,8,80,1,-1,0,9,0
39787,49,1,2,2,0,0,0,0,1,1,6,1460,1,-1,0,9,1
40004,56,1,2,2,0,3554,0,0,1,3,6,151,1,-1,0,9,0
40074,40,8,2,2,0,17,0,0,1,4,6,78,1,-1,0,9,0
40979,77,6,2,2,0,610,0,0,1,13,8,766,3,-1,0,9,0
39671,37,1,2,2,0,1559,0,0,1,27,5,81,1,-1,0,9,0
39408,39,10,2,2,0,116,0,0,1,22,5,554,2,-1,0,9,1
40981,33,1,2,2,0,1604,0,0,1,13,8,78,2,-1,0,9,0
39563,37,1,2,2,0,11303,0,0,1,26,5,500,2,-1,0,9,0
38599,58,2,2,2,0,238,0,0,1,15,5,122,8,-1,0,9,0
37221,41,2,2,2,0,0,0,0,1,13,5,104,4,-1,0,9,0
38113,47,1,2,2,0,452,0,0,1,15,5,113,4,-1,0,9,0
38124,39,2,2,2,0,43,0,0,1,15,5,354,8,-1,0,9,0
39964,29,2,2,2,0,15,0,0,1,3,6,136,1,-1,0,9,0
39405,60,2,2,2,0,576,0,0,1,22,5,190,1,-1,0,9,0
39451,32,1,2,2,0,31,0,0,1,25,5,101,1,-1,0,9,0
39886,60,4,2,2,0,283,0,0,1,2,6,138,1,-1,0,9,0
38572,33,10,2,2,0,-204,0,0,1,15,5,297,3,-1,0,9,0
37656,43,2,3,2,0,688,1,0,1,14,5,149,3,-1,0,9,0
39157,40,1,3,2,0,220,1,0,1,18,5,197,2,-1,0,9,0
38143,60,6,3,2,0,496,1,0,1,15,5,655,2,-1,0,9,1
37805,37,8,3,2,0,75,1,0,1,14,5,160,1,-1,0,9,0
37837,46,2,3,2,0,1074,1,0,1,14,5,277,2,-1,0,9,0
38017,50,8,3,2,0,622,1,0,1,14,5,93,3,-1,0,9,0
37382,40,2,3,2,0,635,1,0,1,13,5,122,2,-1,0,9,0
37652,44,1,3,2,0,2999,1,0,1,14,5,717,1,-1,0,9,1
37071,31,8,3,2,0,1301,1,0,1,13,5,140,3,-1,0,9,0
38234,40,2,3,2,0,178,1,0,1,15,5,188,1,-1,0,9,0
37697,49,3,3,2,0,816,1,0,1,14,5,12,7,-1,0,9,0
38341,44,1,3,2,0,-179,1,0,1,15,5,333,1,-1,0,9,0
37301,35,2,3,2,0,0,1,0,1,13,5,404,2,-1,0,9,0
37562,34,10,3,2,0,175,1,0,1,14,5,21,8,-1,0,9,0
37853,36,3,3,2,0,2996,1,0,1,14,5,104,1,-1,0,9,0
37261,48,1,3,2,0,83,1,0,1,13,5,1101,1,-1,0,9,1
40773,32,10,3,2,0,0,1,0,1,10,8,540,2,-1,0,9,0
37466,46,8,3,2,0,2268,1,0,1,13,5,281,3,-1,0,9,0
39145,60,6,3,2,0,306,1,0,1,18,5,76,3,-1,0,9,0
38495,39,1,3,2,0,878,1,0,1,15,5,611,5,-1,0,9,1
39336,48,2,3,2,0,-314,1,0,1,18,5,7,5,-1,0,9,0
38291,48,2,3,2,0,501,1,0,1,15,5,12,5,-1,0,9,0
38620,34,1,3,2,0,1268,1,0,1,15,5,259,3,-1,0,9,0
37557,40,8,3,2,0,131,1,0,1,14,5,102,3,-1,0,9,0
38567,24,2,3,2,0,513,1,0,1,15,5,61,3,-1,0,9,0
37236,37,10,3,2,0,2610,1,0,1,13,5,53,1,-1,0,9,0
38695,34,8,3,2,0,89,1,0,1,15,5,1871,4,-1,0,9,1
38568,44,8,3,2,0,-2,1,0,1,15,5,152,5,-1,0,9,0
39190,33,2,3,2,0,865,1,0,1,18,5,158,2,-1,0,9,0
38458,33,8,3,2,0,2411,1,0,1,15,5,360,1,-1,0,9,0
38363,31,1,3,2,0,-254,1,0,1,15,5,237,2,-1,0,9,0
37892,44,7,3,2,0,583,1,0,1,14,5,423,3,-1,0,9,0
38518,38,2,3,2,0,226,1,0,1,15,5,167,4,-1,0,9,0
37779,39,1,3,2,0,1089,1,0,1,14,5,128,1,-1,0,9,0
37097,30,1,3,2,0,55,1,0,1,13,5,177,4,-1,0,9,0
38528,42,1,3,2,0,241,1,0,1,15,5,1012,3,-1,0,9,1
38540,32,8,3,2,0,-34,1,0,1,15,5,147,2,-1,0,9,0
37099,59,2,3,2,0,61,1,0,1,13,5,61,1,-1,0,9,0
37797,37,1,3,2,0,141,1,0,1,14,5,233,1,-1,0,9,0
38602,40,2,3,2,0,0,1,0,1,15,5,21,2,-1,0,9,0
38450,60,6,3,2,0,-639,1,0,1,15,5,585,1,-1,0,9,1
37507,29,8,3,2,0,-7,1,0,1,13,5,1279,3,-1,0,9,1
38229,34,4,3,2,0,787,1,0,1,15,5,665,1,-1,0,9,0
39041,36,8,3,2,0,3,1,0,1,18,5,15,8,-1,0,9,0
37241,39,1,3,2,0,-427,1,0,1,13,5,8,5,-1,0,9,0
37635,47,1,3,2,0,980,1,0,1,14,5,158,1,-1,0,9,0
39046,38,2,3,2,0,-138,1,0,1,18,5,644,1,-1,0,9,0
37456,41,8,3,2,0,654,1,0,1,13,5,139,2,-1,0,9,0
37005,42,1,3,2,0,154,1,0,1,13,5,133,2,-1,0,9,0
38463,60,6,3,2,0,4974,1,0,1,15,5,80,4,-1,0,9,0
38531,35,1,3,2,0,-133,1,0,1,15,5,160,2,-1,0,9,0
39178,34,10,3,2,0,17,1,0,1,18,5,375,3,-1,0,9,0
38497,52,10,3,2,0,144,1,0,1,15,5,362,1,-1,0,9,0
39030,33,8,3,2,0,90,1,0,1,18,5,114,2,-1,0,9,0
37930,58,1,3,2,0,8548,1,0,1,14,5,175,8,-1,0,9,0
37488,52,5,3,2,0,-607,1,0,1,13,5,449,6,-1,0,9,0
